geth_gas,evmone_gas,besu_gas,nethermind_gas,ethereumjs_gas,erigon_gas,revm_gas,geth_gas_stderr,evmone_gas_stderr,besu_gas_stderr,nethermind_gas_stderr,ethereumjs_gas_stderr,erigon_gas_stderr,revm_gas_stderr,opcode,constant_current_gas,alternative_gas,alternative_gas_stderr,alternative_gas_rel_stderr,alternative_gas_rel_diff,gas diff %,gas std err %
1.929482639,0.893505149,1.748637553,0.68034697,0.801280916,1.811725153,2.208160308,0.030282295,0.040095435,0.076359515,0.123222741,0.021373766,0.149324287,0.02602115,SWAP5,3,1.439019812,0.236380692,0.164265071,0.520326729,-52.03%,16.43%
1.900597671,0.884317324,1.767009324,0.845259304,0.764400638,2.264894594,2.118165121,0.040910334,0.04671031,0.07892924,0.133031982,0.02408471,0.197659746,0.027139642,SWAP6,3,1.506377711,0.246283642,0.16349395,0.497874096,-49.79%,16.35%
1.989376469,0.844872891,1.799540069,1.088336776,0.742531398,2.649035387,2.156098912,0.046393019,0.045654455,0.077875515,0.10645706,0.024893483,0.198042378,0.031696003,SWAP7,3,1.609970272,0.274630673,0.170581208,0.463343243,-46.33%,17.06%
1.871082859,0.915829571,1.779318201,0.93655239,0.769152184,1.726192502,2.165972625,0.02794132,0.044281987,0.077668325,0.131509228,0.030314176,0.175665814,0.031493244,SWAP8,3,1.452014333,0.211972156,0.145984892,0.515995222,-51.60%,14.60%
2.020336506,0.79043005,1.737782451,0.83286636,0.797633645,1.657020962,2.215263137,0.029925493,0.048951505,0.078067797,0.092438754,0.020982687,0.172886235,0.035734443,SWAP9,3,1.43590473,0.232822505,0.162143421,0.52136509,-52.14%,16.21%
1.879920214,0.973770888,1.729017556,1.024569737,0.781783733,3.197346953,2.255109228,0.037756425,0.063673716,0.071399177,0.113005792,0.030291976,0.204993014,0.046335553,SWAP10,3,1.691645473,0.32402435,0.191543888,0.436118176,-43.61%,19.15%
1.834005028,0.827198668,1.766310236,0.914778473,0.74676485,1.809772298,2.062083992,0.036084591,0.053799865,0.09939847,0.128384617,0.024192959,0.138610927,0.036830722,SWAP11,3,1.422987649,0.213551072,0.15007233,0.525670784,-52.57%,15.01%
1.846157612,0.904312317,1.72818167,0.98195029,0.730934118,2.390234519,2.040463292,0.031417837,0.058061981,0.076332387,0.147294146,0.028664756,0.194511917,0.030833924,SWAP12,3,1.517461974,0.242460465,0.159780258,0.494179342,-49.42%,15.98%
1.830523794,0.884083515,1.771675546,0.850860275,0.762117528,2.355380827,2.191144739,0.030167622,0.044886356,0.081399279,0.15655651,0.029837084,0.211669306,0.034295805,SWAP13,3,1.520826603,0.255164783,0.167780326,0.493057799,-49.31%,16.78%
1.865541202,0.906373299,1.642490729,0.779112154,0.772645537,1.710438681,2.15453785,0.042179497,0.05475633,0.093010245,0.133123702,0.029430185,0.167269018,0.034041397,SWAP14,3,1.404448493,0.216235874,0.153964973,0.531850502,-53.19%,15.40%
1.931479588,0.902225356,1.732006657,0.877656783,0.786338925,3.504004667,2.158947849,0.033822061,0.039751818,0.073362655,0.132066922,0.035085474,0.198184473,0.036863119,SWAP15,3,1.698951404,0.367330615,0.216210196,0.433682865,-43.37%,21.62%
1.920655049,0.879944231,1.739140101,0.963531713,0.759354444,3.078044207,2.10376433,0.031953687,0.043958822,0.092987249,0.128101313,0.028750918,0.200540148,0.03680202,SWAP16,3,1.634919153,0.315560519,0.193012919,0.455026949,-45.50%,19.30%
10.6600919,41.0422005,12.34716377,28.0024003,8.251249462,22.27323866,30.31574391,0.033025966,0.055643081,0.222765278,1.111240142,0.077978131,0.071021763,0.081098089,EXP_arg1_cost,50,21.84172693,4.573432641,0.2093897,0.563165461,-56.32%,20.94%
0.002889574,0.00450626,0.010424647,0.000335984,0.112722531,0.001720803,0.002800264,6.72834E-05,3.49531E-05,4.06647E-05,3.97348E-05,0.000135033,2.44968E-05,2.96632E-05,CALLDATACOPY_arg2_cost,3,0.019342866,0.015611037,0.807069503,0.993552378,-99.36%,80.71%
0.003045237,0.004146076,0.010347288,0.000651534,0.000102031,0.001682281,2.9653E-19,0.000113259,4.32129E-05,4.59736E-05,6.52146E-05,2.7183E-06,2.22737E-05,1.68345E-19,RETURNDATACOPY_arg2_cost,3,0.002853493,0.001378386,0.483052299,0.999048836,-99.90%,48.31%
0.002767216,0.004215134,0.010418455,0.000301993,5.96213E-05,0.020572484,0.00268053,4.9376E-05,5.43734E-05,4.46855E-05,5.45298E-05,9.64588E-06,0.000310058,3.3373E-05,CODECOPY_arg2_cost,3,0.005859348,0.002778114,0.47413362,0.998046884,-99.80%,47.41%
11.52275911,10.19197127,6.440165967,6.160395166,1.948899135,6.789220561,13.38085089,0.065973908,0.085374524,0.097455839,0.32819512,0.073065102,0.400295648,0.415257041,DIV_expensive_cost,5,8.062037443,1.464177181,0.181613791,0.612407489,61.24%,18.16%
12.69877461,13.5914785,9.81332781,7.768161003,1.779725076,7.392945548,19.21335615,0.082335157,0.101715276,0.148276498,0.348537491,0.0861366,0.373299878,0.399226512,SDIV_expensive_cost,5,10.32253838,2.09151017,0.202615877,1.064507677,106.45%,20.26%
11.83423181,11.3344892,9.655988535,6.016775658,2.496683704,6.533206151,12.92459891,0.071055254,0.071071976,0.148787562,0.33167265,0.081873046,0.40409836,0.439207615,MOD_expensive_cost,5,8.685139137,1.430112949,0.164662065,0.737027827,73.70%,16.47%
12.20518031,13.41334837,9.513924789,7.678930178,1.967797828,6.492879363,13.64584075,0.066706523,0.106944706,0.148782385,0.369346095,0.064220057,0.391331521,0.401015317,SMOD_expensive_cost,5,9.27398594,1.607690211,0.173354825,0.854797188,85.48%,17.34%
15.55937854,14.39381417,13.43621973,7.880887768,2.475539536,8.919082669,31.97137332,0.058240843,0.088410453,0.171025604,0.37473651,0.080711647,0.408943919,0.967536352,ADDMOD_expensive_cost,8,13.51947082,3.519777267,0.260348745,0.689933852,68.99%,26.03%
19.27954382,19.42220844,15.33908986,16.12939896,2.685638204,12.55074115,29.65520629,0.07480904,0.089495365,0.20315148,0.624264746,0.076539291,0.470718668,1.062692731,MULMOD_expensive_cost,8,16.43740382,3.075306742,0.187091999,1.054675477,105.47%,18.71%
